title,abstract,year,journal
Support recovery without incoherence: A case for nonconvex regularization,"We demonstrate that the primal-dual witness proof method may be used to establish variable selection consistency and $\ell_\infty$-bounds for sparse regression problems, even when the loss function and/or regularizer are nonconvex. Using this method, we derive two theorems concerning support recovery and $\ell_\infty$-guarantees for the regression estimator in a general setting. Our results provide rigorous theoretical justification for the use of nonconvex regularization: For certain nonconvex regularizers with vanishing derivative away from the origin, support recovery consistency may be guaranteed without requiring the typical incoherence conditions present in $\ell_1$-based methods. We then derive several corollaries that illustrate the wide applicability of our method to analyzing composite objective functions involving losses such as least squares, nonconvex modified least squares for errors-in variables linear regression, the negative log likelihood for generalized linear models, and the graphical Lasso. We conclude with empirical studies to corroborate our theoretical predictions.",2014,ArXiv
"ThalassoChip, an array mutation and single nucleotide polymorphism detection tool for the diagnosis of Î²-thalassaemia","Abstract Background: The detection and diagnosis of Î²-thalassaemia for populations with molecular heterogeneity, or diverse ethnic groups, has increased the need for the development of an array high-throughput diagnostic tool that can deliver large scale genetic detection. We report on the update and validation of the ThalassoChip, a Î²-thalassaemia genetic diagnostic tool which is based on arrayed primer extension (APEX) technology. Methods: ThalassoChip slides with new and redesigned probes were prepared for testing the microarray. Six hundred and sixty DNA samples collected from eight Mediterranean countries were used for standardisation, optimisation and validation of the ThalassoChip. The Î²-globin gene region was amplified by PCR, the products were hybridised to the probes after fragmentation and the APEX reaction followed. Results: The ThalassoChip was updated with new probes and now has the ability to detect 57 Î²-globin gene mutations and three single nucleotide polymorphisms (SNPs) in a single test. The ThalassoChip as well as the PCR and APEX reactions were standardised and optimised using 500 DNA samples that were previously genotyped using conventional diagnostic techniques. Some probes were redesigned in order to improve the specificity and sensitivity of the test. Validation of the ThalassoChip performed using 160 samples analysed in blinded fashion showed no error. Conclusions: The updated version of the ThalassoChip is versatile, robust, cost-effective and easily adaptable, but most notably can provide comprehensive genetic diagnosis for Î²-thalassaemia and other haemoglobinopathies. Clin Chem Lab Med 2010;48:1713â€“8.",2010,
Effects of sea level rise in the United States and climate change perception in the United Kingdom,"This thesis has three separate parts. In the first part I report the first ex post study of the economic impact of sea level rise. I apply two econometric approaches to estimate the past effects of sea level rise on the economy of the USA, viz. Barro type growth regressions adjusted for spatial patterns and a matching estimator. The unit of analysis is 3063 counties of the USA. I fit growth regressions for 13 time periods and I estimate numerous varieties for both growth regressions and matching estimator. Although there is some evidence that sea level rise has a positive effect on economic growth, in most specifications the estimated effects are insignificant. Therefore, I cannot confirm the implicit assumption of previous ex-ante studies, in particular that sea level rise has in general negative effect on economies. 
 
In the second part I fit Ricardian regressions of agricultural land values for 2830 counties of the USA on past sea level rise, taking account of spatial autocorrelation and heteroscedasticity. I find a significant, hill-shaped relationship. Hence, the outcomes are mixed. Mild sea level rise increases, while more pronounced sea level rise causes land values to fall. The results are robust to a set of variations. 
 
In the third part I explore an unprecedented dataset of almost 6,000 observations to identify main predictors of climate knowledge, climate risk perception and willingness to pay (WTP) for climate change mitigation. Among nearly 70 potential explanatory variables I detect the most important ones using a multisplit lasso estimator. Importantly, I test significance of individuals' preferences about time, risk and equity. The study is innovative as these behavioural characteristics were recorded by including experimental methods into a live sample survey. This unique way of data collection combines advantages of surveys and experiments. The most important predictors of environmental attitudes are numeracy, cognitive ability, inequity aversion and political and ideological world-view.",2018,
"A simple, modified arthroscopic suture fixation of avulsion fracture of the tibial intercondylar eminence in children.","The purpose of this study was to describe a simple and modified technique for arthroscopic suture fixation in a 12-year-old boy who sustained a displaced type III intercondylar eminence of the tibial. The arthroscopic fixation was modified by using the Arthrex suture lasso device to place two nonabsorbable sutures into the anterior cruciate ligament (ACL). However, the procedure became simple with the help of the Acufex ACL guide to reduce the avulsed tibial spine fragment and to place an appropriate tibial tunnel. Sutures were then passed through the tibial tunnel and secured over a bony bridge with the knee at 20Â° of flexion. At 6 months, the patient had a full range of motion with normal Lachman and anterior drawer testing, and he had returned to his daily activities. Radiographs showed complete fracture healing. Repair using the Arthrex suture lasso device provides a significant advantage in the treatment of type III and IV fractures of the tibial eminence by obtaining arthroscopic fixation with the substance of the ACL, thus eliminating the risks of comminution of the fracture fragment and hardware removal. This arthroscopic technique restores the length and integrity of the ACL, and provides a simplified, reproducible method of treatment for this injury.",2011,Journal of pediatric orthopedics. Part B
Quentin Meillassoux & de contingentie van de noodzakelijkheid van de contingentie,"Meillassouxs After Finitude, as commendable and praiseworthy this work may be, indeed escapes the correlational circle by absolutizing â€˜facticityâ€™ into â€˜factualityâ€™, but also falls into the trap of the onto-theo-logical structure of metaphysics. Non-contradiction, as speculative essence of the super-chaos, becomes the ultimate principle in Meillassouxs thought, as it constitutes the contingency of being and nothingness as contingent states within the super-chaos, and negates the possibility of a necessary being. However, we find that non-contradiction itself becomes necessary, because the super-chaos can only be contingent, by the grace of the principle of non-contradiction. 
Whereas in Heideggers thought being is â€˜transcendens schlechthinâ€™, for Meillassoux logic becomes fundamental and the principle of non-contradiction â€˜transcendens schlechthinâ€™. The principle of non-contradiction is claimed to be valid, whether reality exists, or not. Meillassoux fails to realize that being itself has to be fundamental, because the contingency of every possible being cannot be anything whatsoever, without being something, even in nothingness, because every contingent state can only be contingent because of radical contingency, which according to Meillassoux absolutely â€˜isâ€™, as only contingency itself can be called necessary. The ontic possibilities in the super-chaos: capacity-to-be, capacity-not-to-be and capacity-to-be-other, always entail being. It remains to be seen whether Speculative Materialism is capable of a noncorrelational approach of what is and must be, without ushering in a new dawn of the onto-theo-logical pitfalls of metaphysics.",2013,
Inventing the Business of Opera: The Impresario and His World in Seventeenth-Century Venice (review),"unconventional (thus, potentially confusing) policy of making editorial accidentals valid throughout the measure in which they occur, rather than applying them only to individual notes. The poetic texts are edited separately. They are accompanied by metric analyses and brief comments, but not translations. PedersÃ¸nâ€™s first madrigal book was edited by Knud Jeppesen (Dania sonans, Samfundet til udgivelse af dansk musik, ser. 4, no. 1 [Copenhagen: Levin & Munksgaard, 1933]). Another edition, edited by Jens Peter Jacobsen, includes all of PedersÃ¸nâ€™s secular vocal music (Madrigaler fra Christian IVâ€™s tid, Dania sonans 2â€“3 [Egtved: MusikhÃ¸jskolens Forlag, 1966â€“67]). The second edition was motivated both by the discovery of the Egerton manuscript in 1950 and by changes in editorial practice between 1933 and 1966. (Critical editions of music from the first half of the twentieth century retain the original clefs, while more recent editions use modern clefs.) Though it may seem uncharitable to ask why yet another edition of this music is needed, the question is unavoidable. The music presents few editorial problems, and the differences between the present edition and the edition of 1966â€“67 are slight. This edition includes a few improvements in readings, such as the emendation of the opening words of â€œLasso io prima morireâ€ to the more plausible â€œPossâ€™io prima morire.â€ The earlier edition places many editorial accidentals on the staff, rather than above the notes, and lacks separate editions of the poetic texts. The nine supplementary pieces in the present edition are not in the earlier edition; those by Di Gregorii and Franzoni are edited here for the first time. Most of the information in the introduction is readily available elsewhere, though the comparisons of PedersÃ¸nâ€™s settings with those of other composers are new. The edition is of good quality and in some ways an improvement on the earlier one, but given the high cost of critical editions of this type, and the limited budgets of research libraries (for which such editions are primarily intended), it might be wise for publishers to invest in editions of music that are not otherwise available, rather than redoing the work of the previous generation without changing it significantly. RUTH I. DEFORD Hunter College and The Graduate Center of The City University of New York",2006,Renaissance Quarterly
Woman-to-Woman Marriage: Practices and Benefits in Sub-Saharan Africa,"INTRODUCTION Ethnographic studies reveal that many African societies have practiced woman-towoman marriage, and some still do (Herskovits, 1937; Krige, 1974; Obbo, 1976; O'Brien, 1977; Oboler, 1980).' Woman-to-woman marriage, also known as woman marriage or marriage involving a ""female husband,"" refers to the institution whereby a woman marries another woman and assumes control over her and her offspring (Krige, 1974:11). In most cases, the wife will bear children for the female husband. All ceremonial aspects of these marriages are observed, bridewealth is paid to the girl's father, and all rules of divorce in the society apply (Herskovits,1937:335). Despite the fact that woman-to-woman marriage has existed or exists in many societies, this institution has often been overlooked by researchers studying such topics as marriage, the family, gender relations, and the position of women in African societies. However, it is important to realize that woman-to-woman marriage has great relevance to these subjects. The theory of male dominance and female oppression in terms of gender relations has long been discussed in the literature. Claude Meillassoux (1981) claims that senior men control the labor and produce of women through their control of the marriage (see also Potash,1989:190). Such theories virtually ignore woman-to-woman marriage because the concept does not concur with the ideology of male dominance. However, another approach to the study of gender relations views both women and men as social actors who use various systems and their positions in society to achieve maximum personal benefits (Obbo, 1976:371; Potash, 1989:191). This article examines the relevance of woman-to-woman marriage as a strategy that women use to further their social and economic positions in society. Cross-culturally, women take wives under three circumstances, all of which increase the status of the female husband: ) barren women and widows take wives to obtain rights over children produced; 2) rich women accumulate wives to gain prestige and wealth in the same way men do through polygyny; and 3) in some societies where women have the right to have a daughter-in-law, women without sons can exercise their right to a daughterin-law by marrying a woman and giving her to a non-existent son (see Huber, 1969; Krige, 1974). In each of these situations, African women are able to manipulate the existing system through woman-to-woman marriage in order to achieve higher social and economic status. Woman-to-woman marriage can also be beneficial to persons other than the female husband. Woman-to-woman marriage involves the following persons: ) the female husband herself; 2) if the female husband is already married, her own husband (the female husband's husband); 3) the woman who is married by the female husband-the wife; and 4) the lover(s) of the wife who may father her children. To obtain a full understanding of the topic, it is important to examine the motivations not only of the wife, but also those of the wife's lover(s) and the husband (if any) of the female husband. This article will examine the various forms of woman-to-woman marriage in subSaharan Africa, discussing how each form can or could have been utilized by the female husband in order to advance her social and economic status in society. In addition, the benefits of woman-to-woman marriage to the other players involved will be examined. BACKGROUND ON WOMAN-TO-WOMAN MARRIAGE The institution of woman-to-woman marriage, which has existed at least as early as the eighteenth century (O'Brien, 1977:109), still exists in some societies today. However, as the Christian church banned polygamists (male and female) from taking communion during colonial times and Western influences have emphasized that girls have the right to choose their own husbands, woman-to-woman marriage may be dying out (Krige,1974:17; Amadiume,1987:132). For example, a recent study of the Western Igbo shows that women are becoming less tolerant of woman-to-woman marriage. â€¦",1998,Journal of Comparative Family Studies
"Los peces del arrecife de Cabo Pulmo, Golfo de California, MÃ©xico: Lista sistemÃ¡tica y aspectos de abundancia y biogeografÃ­a","The Cabo Pulmo reef is the most important coral formation of the Gulf of California; however, its ichthyological fauna has been poorly studied. To produce a systematic list with data on relative abundance and frequency, and biogeographical affinities, we relied on visual census, field observations, analysis of commercial and sport fisheries (from 1986 to 1998), and the literature. A total of 236 species have been recorded at Cabo Pulmo (155 genera and 60 families). This number doubles previous compilations and represents 65.1 % of aH reef fishes known from the Gulf of California, and about 35% of its entire shallow-water fishes. Of the total species number, 68.3% are from the Panamic Province, 11.0% Indo Pacific colonizers and the same percentage gulf endemics, 7.6% are circumtropical, 1.7% Atlantic and 0.5% cosmopolitan; none are endemic to the reef. The most abundant taxa are the Jabrids Thalassoma lucasanum , T grammaticum and the pomacentrid Chromis atrilobata . Only eleven species (4.7% of total) appeared in 75% to 100% of census, and 36 (15.3% oi"" total) had high levels of both abundance and frequency, evidencing that the community is dominated by few taxa. Local species richness exceeds the number reported for most rocky or coral reefs of the Pacific coast of Mexico. and indicates that Cabo Pulmo is a key area in the gulf and the entire Mexican Pacific, from the ichthyolC1gical point of view.",2000,Revista De Biologia Tropical
Regularization and Noise Injection for Improving Genetic Network Models,"The most fundamental problem in genetic network modeling is generally known as the dimensionality problem. Typical time-course gene expression data sets contain measurements of thousands of genes taken over fewer than twenty time-steps. A large dynamic network cannot be learned from data with such a limited number of time-steps without the use of additional constraints, preferably derived from biological knowledge. In this chapter, we present an approach that can nd rough estimates of the underlying genetic network based on limited time-course gene expression data by employing the fact that gene expression measurements are relatively noisy and genetic networks are thought to be robust. The method expands the data set by adding noisy duplicates, thereby simultaneously tackling the dimensionality problem and making the solutions more robust against (the already large) noise in the data. For linear models, this concept is strongly related to shrinkage methods, such as ridge regression and lasso regression, and in the limiting case equivalent to the Moore-Penrose pseudoinverse. The strength of the proposed concept of noise injection lies, however, in the fact that it can be employed to any modelling approach, including non-linear models.",2006,
[Peritoneal tuberculosis and HIV infection. Reflection apropos of 22 cases at the National Hospital of Bobo Dioulasso].,"Peritonitis tuberculosis is still a frequently encountered pathology in our hospital. Since the AIDS pandemic, cases of peritonitis tuberculosis present increasingly atypical characteristics, largely diverging from classical descriptions. The authors report on 22 cases of peritonitis tuberculosis associated with HIV infection. The study was carried out from June 1997 to December 1999 in the National Hospital Centre Souro SANOU of the Bobo Dioulasso internal office. It concerned 10 women and 12 men of a mean age of 37.9 years. The sex-ratio was 1.2 in favour of men. Diagnosis was established by laparoscopy. Peritonitis tuberculosis associated with HIV accounted for 78.5% of peritonitis tuberculosis cases. The clinical picture was dominated by isolated ascite (100%) associated with an oscillating high fever in 68.2% of cases. Negative results for IDR seemed to reflect poor prognosis. Response to treatment was slow but acceptable. The general prognosis was poor with a mortality rate of 18%.",2001,Bulletin de la Societe de pathologie exotique
