title,abstract,year,journal
Random forest Granger causality for detection of effective brain connectivity using high-dimensional data.,"Studies have shown that the brain functions are not localized to isolated areas and connections but rather depend on the intricate network of connections and regions inside the brain. These networks are commonly analyzed using Granger causality (GC) that utilizes the ordinary least squares (OLS) method for its standard implementation. In the past, several approaches have shown to solve the limitations of OLS by using diverse regularization systems. However, there are still some shortcomings in terms of accuracy, precision, and false discovery rate (FDR). In this paper, we are proposing a new strategy to use Random Forest as a regularization technique for computing GC that will improve these shortcomings. We have demonstrated the effectiveness of our proposed methodology by comparing the results with existing Least absolute shrinkage and selection operator (LASSO), and Elastic-Net regularized implementations of GC using simulated dataset. Later, we have used our proposed approach to map the network involved during deductive reasoning using real StarPlus dataset.",2016,Journal of integrative neuroscience
Stress and Self-Efficacy as Long-Term Predictors for Chronic Low Back Pain: A Prospective Longitudinal Study,"Purpose
Psychosocial variables are known risk factors for the development and chronification of low back pain (LBP). Psychosocial stress is one of these risk factors. Therefore, this study aims to identify the most important types of stress predicting LBP. Self-efficacy was included as a potential protective factor related to both, stress and pain.


Participants and Methods
This prospective observational study assessed n = 1071 subjects with low back pain over 2 years. Psychosocial stress was evaluated in a broad manner using instruments assessing perceived stress, stress experiences in work and social contexts, vital exhaustion and life-event stress. Further, self-efficacy and pain (characteristic pain intensity and disability) were assessed. Using least absolute shrinkage selection operator regression, important predictors of characteristic pain intensity and pain-related disability at 1-year and 2-years follow-up were analyzed.


Results
The final sample for the statistic procedure consisted of 588 subjects (age: 39.2 (Â±13.4) years; baseline pain intensity: 27.8 (Â±18.4); disability: 14.3 (Â±17.9)). In the 1-year follow-up, the stress types ""tendency to worry"", ""social isolation"", ""work discontent"" as well as vital exhaustion and negative life events were identified as risk factors for both pain intensity and pain-related disability. Within the 2-years follow-up, Lasso models identified the stress types ""tendency to worry"", ""social isolation"", ""social conflicts"", and ""perceived long-term stress"" as potential risk factors for both pain intensity and disability. Furthermore, ""self-efficacy"" (""internality"", ""self-concept"") and ""social externality"" play a role in reducing pain-related disability.


Conclusion
Stress experiences in social and work-related contexts were identified as important risk factors for LBP 1 or 2 years in the future, even in subjects with low initial pain levels. Self-efficacy turned out to be a protective factor for pain development, especially in the long-term follow-up. Results suggest a differentiation of stress types in addressing psychosocial factors in research, prevention and therapy approaches.",2020,Journal of Pain Research
Fault Relevant Variable Selection for Fault Diagnosis,"In process monitoring, fault relevant variable selection and fault diagnosis are two important branches. But they are often discussed independently and scarcely integrated in research. To integrate them, a novel fault diagnosis algorithm based on fault relevant variable selection is proposed in this paper. The main contents are summarized as follows. For fault relevant variable selection, from normal state to fault state, the relative changes between variables and statistics are analyzed using least absolute shrinkage and selection operator (LASSO). In order to determine the optimal set of fault relevant variable, a fault reconstruction algorithm based on least angle regression (LARS) is proposed. The set of relevant variables is constantly updated until there is no abnormality after reconstruction. Finally, a monitoring strategy based on fault subspace is proposed. It can detect fault effectively and provide useful information for fault diagnosis. The effectiveness of the proposed algorithm is illustrated by some experiments.",2020,IEEE Access
The DNA methylation profile of non-coding RNAs improves prognosis prediction for pancreatic adenocarcinoma,"BackgroundCompelling lines of evidence indicate that DNA methylation of non-coding RNAs (ncRNAs) plays critical roles in various tumour progression. In addition, the differential methylation of ncRNAs can predict prognosis of patients. However, little is known about the clear relationship between DNA methylation profile of ncRNAs and the prognosis of pancreatic adenocarcinoma (PAC) patients.MethodsThe data of DNA methylation, RNA-seq, miRNA-seq and clinical features of PAC patients were collected from TCGA database. The DNA methylation profile was obtained using the Infinium HumanMethylation450 BeadChip array. LASSO regression was performed to construct two methylation-based classifiers. The risk score of methylation-based classifiers was calculated for each patient, and the accuracy of the classifiers in predicting overall survival (OS) was examined by ROC curve analysis. In addition, Cox regression models were utilized to assess whether clinical variables and the classifiers were independent prognostic factors for OS. The targets of miRNA and the genes co-expressed with lncRNA were identified with DIANA microT-CDS and the Multi-Experiment Matrix (MEM), respectively. Moreover, DAVID Bioinformatics Resources were applied to analyse the functional enrichment of these targets and co-expressed genes.ResultsA total of 4004 CpG sites of miRNA and 11,259 CpG sites of lncRNA were screened. Among these CpG sites, 8 CpG sites of miRNA and 7 CpG sites of lncRNA were found with regression coefficients. By multiplying the sum of methylation degrees of the selected CpGs with these coefficients, two methylation-based classifiers were constructed. The classifiers have shown good performance in predicting the survival rate of PAC patients at varying follow-up times. Interestingly, both of these two classifiers were predominant and independent factors for OS. Furthermore, functional enrichment analysis demonstrated that aberrantly methylated miRNAs and lncRNAs are related to calcium ion transmembrane transport and MAPK, Ras and calcium signalling pathways.ConclusionIn the present study, we identified two methylation-based classifiers of ncRNA associated with OS in PAC patients through a comprehensive analysis of miRNA and lncRNA profiles. We are the first group to demonstrate a relationship between the aberrant DNA methylation of ncRNAs and the prognosis of PAC, and this relationship would contribute to individualized PAC therapy.",2019,Cancer Cell International
Survival Prediction in High-grade Osteosarcoma Using Radiomics of Diagnostic Computed Tomography,"The poor 5-year survival rate in high-grade osteosarcoma (HOS) has not been increased significantly over the past 30â€¯years. This work aimed to develop a radiomics nomogram for survival prediction at the time of diagnosis in HOS. In this retrospective study, an initial cohort of 102 HOS patients, diagnosed from January 2008 to March 2011, was used as the training cohort. Radiomics features were extracted from the pretreatment diagnostic computed tomography images. A radiomics signature was constructed with the lasso algorithm; then, a radiomics score was calculated to reflect survival probability by using the radiomics signature for each patient. A radiomics nomogram was developed by incorporating the radiomics score and clinical factors. A clinical model was constructed by using clinical factors only. The models were validated in an independent cohort comprising 48 patients diagnosed from April 2011 to April 2012. The performance of the nomogram was assessed with respect to its calibration, discrimination, and clinical usefulness. Kaplan-Meier survival analysis was performed. The radiomics nomogram showed better calibration and classification capacity than the clinical model with AUC 0.86 vs. 0.79 for the training cohort, and 0.84 vs. 0.73 for the validation cohort. Decision curve analysis demonstrated the clinical usefulness of the radiomics nomogram. A significant difference (p-value <.05; log-rank test) was observed between the survival curves of the nomogram-predicted survival and non-survival groups. The radiomics nomogram may assist clinicians in tailoring appropriate therapy.",2018,EBioMedicine
"Effects of intercropping sorghum-cowpea on natural enemies of the sorghum shoot fly, Atherigona soccata (Diptera: Muscidae), in Burkina Faso.","Experiments were conducted in 1990 and 1991 at Matourkou near Bobo-Dioulasso, Burkina Faso (West Africa), to study the effect of intercropping sorghum-cowpea, Sorghum bicolor L. (Moench)â€”Vigna unguiculata (Walp.), on the natural enemies of the sorghum shoot fly, Atherigona soccata Rondani (Diptera: Muscidae). Sampling was done weekly, on six occasions starting 10 days after sowing. Natural enemies of eggs were Trichogrammatoidea simmondsi Nagaraja (Hymenoptera: Trichogrammatoidae), Tapinoma sp. (Hymenoptera: Formicidae), Fusarium sp. and a bacterium, Corynebacterium sp. Other insect species included a thysanopteran (Phlaeothripidae, Haplothripinae) and Dicrodiphosis sp. (Diptera: Cecidomyiidae) which were also associated with the sorghum shoot fly eggs. No significant differences were observed between the pure sorghum and the intercropped sorghum-cowpea with respect to T. simmondsi parasitism. Larval parasitoids were Neotrichoporoides nyemitawus Rohwer (Hymenoptera: Eulophidae), (6 to 17.50% of parasitism...",1993,Biological Agriculture & Horticulture
Accuracy of direct genomic values derived from imputed single nucleotide polymorphism genotypes in Jersey cattle.,"The objective of the present study was to evaluate the predictive ability of direct genomic values for economically important dairy traits when genotypes at some single nucleotide polymorphism (SNP) loci were imputed rather than measured directly. Genotypic data consisted of 42,552 SNP genotypes for each of 1,762 Jersey sires. Phenotypic data consisted of predicted transmitting abilities (PTA) for milk yield, protein percentage, and daughter pregnancy rate from May 2006 for 1,446 sires in the training set and from April 2009 for 316 sires in the testing set. The SNP effects were estimated using the Bayesian least absolute selection and shrinkage operator (LASSO) method with data of sires in the training set, and direct genomic values (DGV) for sires in the testing set were computed by multiplying these estimates by corresponding genotype dosages for sires in the testing set. The mean correlation across traits between DGV (before progeny testing) and PTA (after progeny testing) for sires in the testing set was 70.6% when all 42,552 SNP genotypes were used. When genotypes for 93.1, 96.6, 98.3, or 99.1% of loci were masked and subsequently imputed in the testing set, mean correlations across traits between DGV and PTA were 68.5, 64.8, 54.8, or 43.5%, respectively. When genotypes were also masked and imputed for a random 50% of sires in the training set, mean correlations across traits between DGV and PTA were 65.7, 63.2, 53.9, or 49.5%, respectively. Results of this study indicate that if a suitable reference population with high-density genotypes is available, a low-density chip comprising 3,000 equally spaced SNP may provide approximately 95% of the predictive ability observed with the BovineSNP50 Beadchip (Illumina Inc., San Diego, CA) in Jersey cattle. However, if fewer than 1,500 SNP are genotyped, the accuracy of DGV may be limited by errors in the imputed genotypes of selection candidates.",2010,Journal of dairy science
Super-resolution DOA Estimation for Arbitrary Array Geometries Using a Single Noisy Snapshot,"We address the problem of search-free DOA estimation from a single noisy snapshot for sensor arrays of arbitrary geometry, by extending a method of gridless super-resolution beam-forming to arbitrary arrays with noisy measurements. The primal atomic norm minimization problem is converted to a dual problem in which the periodic dual function is represented with a trigonometric polynomial using truncated Fourier series. The number of terms required for accurate representation depends linearly on the distance of the farthest sensor from a reference. The dual problem is then expressed as a semidefinite program and solved in polynomial time. DOA estimates are obtained via polynomial rooting followed by a LASSO based approach to remove extraneous roots arising in root finding from noisy data, and then source amplitudes are recovered by least squares. Simulations using circular and random planar arrays show high resolution DOA estimation in white and colored noise scenarios.",2019,"ICASSP 2019 - 2019 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)"
Ridge and Lasso Performance in Spatial Data with Heterogeneity and Multicollinearity,"Spatial heterogeneity becomes a separate issue on the analysis of spatial data. GWR (Geographically Weighted Regression) is a statistical technique to explore spatial nonstationarity by form the differrent regression models at different point in observation space. Multicollinearity is a condition that the independent variables in model have linear relationship. It would be a problem for estimation parameters process, because that condition produces unstable model. This problem may be found in GWR models, which allow the linear relationship between independent variables at each location called local multicollinearity. GWRR (Geographically Weighted Ridge Regression) and GWL (Geographically Weighted Lasso) which use the concept of ridge and lasso is shrink the regression coefficient in GWR model. GWRR and GWL techniques are consider to be capable of overcoming local multicollinearity to produce more stable models with lower variance. In this study, GWRR and GWL is used to model Gross Regional Domestic Product (GRDP) in Java using kernel exponential weighted function. The results showed that GWL has better performance to predict GRDP with lower RMSE and higher value than GWRR. Keyword : Spatial Heterogeneity, GWR, Local Multicollinearity, Ridge, Lasso",2015,
Transplantation: The molecular landscape of ABMR,"Antibody-mediated rejection (ABMR) is characterized by molecular changes that indicate a role for injuryâ€“repair mechanisms in the microcirculation that are likely mediated by natural killer (NK) cell signalling through CD16a Fc receptors, according to new findings. â€œOur study mapped the molecular landscape associated with ABMR of kidney transplants,â€ explains researcher Philip Halloran. â€œWe identified a phenotype driven by microcirculation remodelling with a serious role for NK cells. IFN-Î³ also seems important, with strong associations of the IFN-Î³-inducible molecules PLA1A and CXCL11 with ABMR.â€ ABMR is a major cause of graft loss in kidney transplant recipients. Type 2 ABMR, which emerges after the first year of transplantation, is a microcirculation disease and is the leading cause of kidney transplant failure. â€œThe process of ABMR is difficult to model in animal systems,â€ says Halloran. â€œWe therefore performed microarray analysis to map transcripts associated with ABMR in indication biopsy samples taken between 3 days and 35 years after renal transplantation.â€ Transcript analysis of 403 biopsy samples from 315 patients in a discovery set identified a set of 30 transcripts that were associated with ABMR. These transcripts were conserved in a second independent validation set of 300 biopsy samples from 264 patients. â€œThe signal is highly reproducible, demonstrating that the molecular phenotype is just as robust as the histological phenotype,â€ notes Halloran. Analysis of the transcripts revealed three main categories: endothelial transcripts, including cadherins; NK cellassociated transcripts; and genes that are regulated by IFN-Î³. The researchers performed pathway analyses to assess the potential mechanisms associated with the transcript changes. â€œThe most characteristic pathway was endothelial remodelling related to pathways involved in microcirculation and angiopoietin,â€ says Halloran. â€œWe also think that NK cells signal through CD16a to mediate antibodydependent cellular cytotoxicity, which has effects on the endothelium.â€ The researchers say their goal is to use the quantitative study of molecules to identify ABMR and to guide therapy.",2015,Nature Reviews Nephrology
